,PropertyAddress,propertyURL,beds,bathrooms,size,ber lower,CountyOrPostcode,County,PropertyType,price bin,currentAskingPrice
125," Church Road, Kilnaleck, Cava",https://www.myhome.ie/residential/brochure/church-road-kilnaleck-cavan/4191095,3.0,1.0,90.0,unk,cavan,cavan,House,160000.0,150000.0
126," 7 Oaklands Park, Ballyjamesduff, Cava",https://www.myhome.ie/residential/brochure/7-oaklands-park-ballyjamesduff-cavan/4211737,4.0,2.0,147.0,unk,cavan,cavan,House,140000.0,135000.0
127," Lake View, Crossafechin, Virginia, Cava",https://www.myhome.ie/residential/brochure/lake-view-crossafechin-virginia-cavan/4211561,5.0,3.0,308.7433519553072,unk,cavan,cavan,House,280000.0,279500.0
128," Deredis, Butlers Bridge, Cavan, Co. Cavan, H12 PP78",https://www.myhome.ie/residential/brochure/deredis-butlers-bridge-cavan-co-cavan-h12-pp78/4210973,4.0,2.5358649789029535,118.0,D1,cavan,cavan,House,140000.0,130000.0
129," Kilmore, Ballyjamesduff, Cava",https://www.myhome.ie/residential/brochure/kilmore-ballyjamesduff-cavan/3575978,4.0,3.0,150.0,unk,cavan,cavan,House,260000.0,249500.0
130," Pound Street, Arva, Cava",https://www.myhome.ie/residential/brochure/pound-street-arva-cavan/4210566,3.0,2.0,308.7433519553072,unk,cavan,cavan,House,100000.0,80000.0
131," 3 Rocklands, Cavan, Cava",https://www.myhome.ie/residential/brochure/3-rocklands-cavan-cavan/4210544,5.0,3.0,152.0,D1,cavan,cavan,House,280000.0,269500.0
132," 2 Bramblewood, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/2-bramblewood-kingscourt-cavan/4210335,3.0,2.0,308.7433519553072,unk,cavan,cavan,House,160000.0,140000.0
133," Bough, Cootehill, Cava",https://www.myhome.ie/residential/brochure/bough-cootehill-cavan/4210210,5.0,2.0,308.7433519553072,unk,cavan,cavan,House,100000.0,80000.0
134," Cavanagh, Ballyconnell, Cava",https://www.myhome.ie/residential/brochure/cavanagh-ballyconnell-cavan/4210230,4.0,4.0,215.0,unk,cavan,cavan,House,240000.0,220000.0
135," 12 Killyfinla Heights, Ballyjamesduff, Cava",https://www.myhome.ie/residential/brochure/12-killyfinla-heights-ballyjamesduff-cavan/4063542,5.0,3.0,164.0,C2,cavan,cavan,House,200000.0,190000.0
136," Crosserlough, Ballyjamesduff, Cava",https://www.myhome.ie/residential/brochure/crosserlough-ballyjamesduff-cavan/4108788,6.0,3.0,235.93,C1,cavan,cavan,House,240000.0,220000.0
137," Greaghnadarragh, Mullagh, Cava",https://www.myhome.ie/residential/brochure/greaghnadarragh-mullagh-cavan/4114708,4.0,3.0,230.5,C1,cavan,cavan,House,280000.0,265000.0
138," 1A Headfort Meadow, Virginia, Cava",https://www.myhome.ie/residential/brochure/1a-headfort-meadow-virginia-cavan/4121071,3.0,1.0,85.0,C2,cavan,cavan,Apartment,100000.0,99000.0
139," 8 Corronagh Forest, Virginia, Cava",https://www.myhome.ie/residential/brochure/8-corronagh-forest-virginia-cavan/3966295,3.0,2.0,105.97,D2,cavan,cavan,House,180000.0,175000.0
140," Corragarry, Maudabawn, Cootehill, Cava",https://www.myhome.ie/residential/brochure/corragarry-maudabawn-cootehill-cavan/4153510,2.0,2.0,308.7433519553072,unk,cavan,cavan,House,140000.0,135000.0
141," 13 Headfort Park, Virginia, Cava",https://www.myhome.ie/residential/brochure/13-headfort-park-virginia-cavan/4123148,4.0,3.0,196.0,C2,cavan,cavan,House,280000.0,269000.0
142," Dunancory, Virginia, Cava",https://www.myhome.ie/residential/brochure/dunancory-virginia-cavan/183576,4.0,3.0,308.7433519553072,unk,cavan,cavan,House,400000.0,395000.0
143," 203 The Drumlins, Virginia, Cava",https://www.myhome.ie/residential/brochure/203-the-drumlins-virginia-cavan/4209939,3.0,3.0,308.7433519553072,unk,cavan,cavan,House,220000.0,205000.0
144," Dungimmon JP, Mount Nugent, Co Cavan A82TW20",https://www.myhome.ie/residential/brochure/dungimmon-jp-mount-nugent-co-cavan-a82tw20/4209933,4.0,2.5358649789029535,2000.0,unk,cavan,cavan,House,200000.0,195000.0
145," 37 Erne Court, Belturbet, Co. Cavan, H14 PW89",https://www.myhome.ie/residential/brochure/37-erne-court-belturbet-co-cavan-h14-pw89/4209764,3.0,1.0,93.0,C3,cavan,cavan,House,80000.0,60000.0
146," Killylea, Belturbet, Cava",https://www.myhome.ie/residential/brochure/killylea-belturbet-cavan/4209708,3.0,2.0,140.0,D1,cavan,cavan,House,140000.0,130000.0
147," Rivercresent 60, Virginia, Co Cava",https://www.myhome.ie/residential/brochure/rivercresent-60-virginia-co-cavan/4209542,5.0,2.5358649789029535,2600.0,B3,cavan,cavan,House,300000.0,299000.0
148," 72 Lakeview, The Fair Green, Cavan, Co. Cavan, H12 KX53",https://www.myhome.ie/residential/brochure/72-lakeview-the-fair-green-cavan-co-cavan-h12-kx53/4209815,3.0,2.5358649789029535,103.0,B3,cavan,cavan,House,100000.0,95000.0
149," 1 Cluain Aoibhinn Court, Swellan Upper, Cavan, Co. Cavan, H12 H732",https://www.myhome.ie/residential/brochure/1-cluain-aoibhinn-court-swellan-upper-cavan-co-cavan-h12-h732/4209596,2.0,2.5358649789029535,71.4,C3,cavan,cavan,Apartment,100000.0,90000.0
150," 14 The Courtyard, Cornadarragh, Belturbet, Cava",https://www.myhome.ie/residential/brochure/14-the-courtyard-cornadarragh-belturbet-cavan/4199031,1.0,1.0,46.6,D1,cavan,cavan,Apartment,60000.0,40000.0
151," 8 Waterfern Drive, Rocklands, Cavan, Cava",https://www.myhome.ie/residential/brochure/8-waterfern-drive-rocklands-cavan-cavan/4209339,3.0,2.0,308.7433519553072,C2,cavan,cavan,House,160000.0,155000.0
152," 3 Buttercup Hill, Rocklands, Cavan, Cava",https://www.myhome.ie/residential/brochure/3-buttercup-hill-rocklands-cavan-cavan/4209320,3.0,2.0,308.7433519553072,C2,cavan,cavan,House,160000.0,155000.0
153," 11 Rocklands, Cavan, Cava",https://www.myhome.ie/residential/brochure/11-rocklands-cavan-cavan/4208862,5.0,3.0,308.7433519553072,C2,cavan,cavan,House,180000.0,165000.0
154," 3 Waterfern Avenue, Rocklands, Cavan, Cava",https://www.myhome.ie/residential/brochure/3-waterfern-avenue-rocklands-cavan-cavan/4208847,3.0,2.0,308.7433519553072,C2,cavan,cavan,House,160000.0,155000.0
155," Drumhillagh, Ballinagh, Cava",https://www.myhome.ie/residential/brochure/drumhillagh-ballinagh-cavan/4208695,3.0,1.0,70.0,unk,cavan,cavan,House,120000.0,100000.0
156," 1 Bramblewood, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/1-bramblewood-kingscourt-cavan/4208616,3.0,2.0,308.7433519553072,unk,cavan,cavan,House,140000.0,130000.0
157," Lavagh, Ballyheelan, Cava",https://www.myhome.ie/residential/brochure/lavagh-ballyheelan-cavan/4208385,4.0,2.0,290.0,B2,cavan,cavan,House,400000.0,385000.0
158," 15 Lakeland Close, Swellan Lower, Cavan, Cava",https://www.myhome.ie/residential/brochure/15-lakeland-close-swellan-lower-cavan-cavan/4192625,2.0,1.0,72.0,A3,cavan,cavan,House,160000.0,155000.0
159," 24 Riverrun, Belturbet, Cava",https://www.myhome.ie/residential/brochure/24-riverrun-belturbet-cavan/4207770,4.0,3.0,150.0,unk,cavan,cavan,House,180000.0,179000.0
160," Drumrath, Virginia, Cava",https://www.myhome.ie/residential/brochure/drumrath-virginia-cavan/3998469,4.0,1.0,110.0,E1,cavan,cavan,House,260000.0,247000.0
161," Rockfield Heights, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/rockfield-heights-kingscourt-cavan/4204175,2.0,2.0,100.0,unk,cavan,cavan,Apartment,120000.0,115000.0
162," Cornavan, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/cornavan-kingscourt-cavan/4201079,5.0,4.0,234.96,unk,cavan,cavan,House,260000.0,250000.0
163," Rockfield Heights, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/rockfield-heights-kingscourt-cavan/4204159,3.0,2.0,120.0,B1,cavan,cavan,House,180000.0,175000.0
164," 20 Fana Rua, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/20-fana-rua-kingscourt-cavan/4202991,3.0,2.0,122.0,unk,cavan,cavan,House,140000.0,135000.0
165," The White House, Drumgore, Loughduff, Cava",https://www.myhome.ie/residential/brochure/the-white-house-drumgore-loughduff-cavan/4201210,4.0,3.0,252.0,B3,cavan,cavan,House,300000.0,299999.0
166," 5 Glen Alainn, Mullagh, Co Cavan  A82 Y9C7",https://www.myhome.ie/residential/brochure/5-glen-alainn-mullagh-co-cavan-a82-y9c7/4201202,5.0,2.5358649789029535,1800.0,unk,cavan,cavan,House,200000.0,195000.0
167," 24 River Valley, Ballyconnell, Cava",https://www.myhome.ie/residential/brochure/24-river-valley-ballyconnell-cavan/4200659,3.0,3.0,150.0,D2,cavan,cavan,House,120000.0,105000.0
168," 57 Annalee Manor, Ballyhaise, Cava",https://www.myhome.ie/residential/brochure/57-annalee-manor-ballyhaise-cavan/4197005,3.0,3.0,116.0,C2,cavan,cavan,House,180000.0,170000.0
169," 10 Dunancory Demesne, Virginia, Cava",https://www.myhome.ie/residential/brochure/10-dunancory-demesne-virginia-cavan/4196029,6.0,3.0,308.7433519553072,unk,cavan,cavan,House,380000.0,375000.0
170," Tirgormley, Belturbet, Cava",https://www.myhome.ie/residential/brochure/tirgormley-belturbet-cavan/4155138,5.0,2.0,207.0,B2,cavan,cavan,House,320000.0,300000.0
171," 43 Doon Heights, Ballyconnell, Cava",https://www.myhome.ie/residential/brochure/43-doon-heights-ballyconnell-cavan/4110026,4.0,2.0,150.0,unk,cavan,cavan,House,160000.0,149000.0
172," Crossreagh, Virginia, Co.Cavan, Virginia, Cava",https://www.myhome.ie/residential/brochure/crossreagh-virginia-co-cavan-virginia-cavan/3618497,5.0,2.5358649789029535,308.7433519553072,C2,cavan,cavan,House,380000.0,370000.0
173," Drumheel, Virginia, Co. Cava",https://www.myhome.ie/residential/brochure/drumheel-virginia-co-cavan/3655878,4.0,2.5358649789029535,308.7433519553072,D2,cavan,cavan,House,240000.0,239995.0
174," Relaghbeg, Bailieborough, Cava",https://www.myhome.ie/residential/brochure/relaghbeg-bailieborough-cavan/4196059,4.0,5.0,322.0,D1,cavan,cavan,House,180000.0,169950.0
175," 4 Church View, Virginia, Cava",https://www.myhome.ie/residential/brochure/4-church-view-virginia-cavan/4199317,3.0,2.0,91.84,D1,cavan,cavan,House,140000.0,130000.0
176," Dunancory, Virginia, Cava",https://www.myhome.ie/residential/brochure/dunancory-virginia-cavan/4197455,6.0,6.0,308.7433519553072,unk,cavan,cavan,House,340000.0,325000.0
177," &quot;Castle house&quot; 2 Lear, Bailieborough, Co Cava",https://www.myhome.ie/residential/brochure/quot-castle-house-quot-2-lear-bailieborough-co-cavan/4198259,6.0,2.5358649789029535,306.58,C3,cavan,cavan,House,300000.0,299000.0
178," Clontygrigney, Ardlougher, Ballyconnell, Cava",https://www.myhome.ie/residential/brochure/clontygrigney-ardlougher-ballyconnell-cavan/4197449,5.0,4.0,261.0,C1,cavan,cavan,House,200000.0,185000.0
179," Drumhawnagh, Loughduff, Cava",https://www.myhome.ie/residential/brochure/drumhawnagh-loughduff-cavan/4173841,2.0,2.0,72.0,G,cavan,cavan,House,80000.0,75000.0
180," 77 Ardkeen, Cavan, Cava",https://www.myhome.ie/residential/brochure/77-ardkeen-cavan-cavan/4173343,2.0,1.0,65.0,unk,cavan,cavan,House,80000.0,70000.0
181," Dernaweel, Killashandra, Cava",https://www.myhome.ie/residential/brochure/dernaweel-killashandra-cavan/4197411,2.0,2.0,78.0,G,cavan,cavan,House,60000.0,55000.0
182," 4 Inny Court, Ballyjamesduff, Cava",https://www.myhome.ie/residential/brochure/4-inny-court-ballyjamesduff-cavan/4197266,3.0,2.0,308.7433519553072,unk,cavan,cavan,House,100000.0,99500.0
183," No 9 Tarbairt Hall, Belturbet, Cava",https://www.myhome.ie/residential/brochure/no-9-tarbairt-hall-belturbet-cavan/4197081,3.0,2.0,111.0,unk,cavan,cavan,House,60000.0,45000.0
184," Drumrath, Virginia, Cava",https://www.myhome.ie/residential/brochure/drumrath-virginia-cavan/4195995,4.0,2.0,143.0,C2,cavan,cavan,House,260000.0,245000.0
185," Corweelis, Bailieborough, Cava",https://www.myhome.ie/residential/brochure/corweelis-bailieborough-cavan/4196142,3.0,2.0,159.28,unk,cavan,cavan,House,200000.0,199000.0
186," 6 Station Lane, Swellan, Cavan, Cava",https://www.myhome.ie/residential/brochure/6-station-lane-swellan-cavan-cavan/4194516,2.0,2.0,68.0,C1,cavan,cavan,House,100000.0,90000.0
187," Dublin Road, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/dublin-road-kingscourt-cavan/4196031,4.0,2.0,130.0,unk,cavan,cavan,House,200000.0,190000.0
188," 3 Elm Court, Bailieborough, Cava",https://www.myhome.ie/residential/brochure/3-elm-court-bailieborough-cavan/4195973,3.0,2.0,97.8,C2,cavan,cavan,House,120000.0,110000.0
189," Tuath Nua, Cornakill, Bailieborough Road, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/tuath-nua-cornakill-bailieborough-road-kingscourt-cavan/4084709,4.0,4.0,308.7433519553072,C3,cavan,cavan,House,320000.0,300000.0
190," 43 Fairgreen Park, Mullagh, Cava",https://www.myhome.ie/residential/brochure/43-fairgreen-park-mullagh-cavan/4192767,3.0,3.0,308.7433519553072,unk,cavan,cavan,House,120000.0,119500.0
191," Lisnananagh, Carrigan, Ballinagh, Cava",https://www.myhome.ie/residential/brochure/lisnananagh-carrigan-ballinagh-cavan/4194461,4.0,1.0,115.0,E2,cavan,cavan,House,80000.0,60000.0
192," Derry, Shercock, Cava",https://www.myhome.ie/residential/brochure/derry-shercock-cavan/4193269,3.0,1.0,129.0,D1,cavan,cavan,House,140000.0,134940.0
193," 45 Ashbrooke Manor, Moynehall, Cavan, Cava",https://www.myhome.ie/residential/brochure/45-ashbrooke-manor-moynehall-cavan-cavan/4193237,5.0,3.0,168.0,C1,cavan,cavan,House,140000.0,135000.0
194," Cavan Road, Ballyhaise, Co. Cavan, H12 Y364",https://www.myhome.ie/residential/brochure/cavan-road-ballyhaise-co-cavan-h12-y364/4193229,4.0,2.5358649789029535,120.0,F,cavan,cavan,House,160000.0,150000.0
195," 46 Ashbrooke Manor, Moynehall, Cavan, Cava",https://www.myhome.ie/residential/brochure/46-ashbrooke-manor-moynehall-cavan-cavan/4193224,5.0,3.0,168.0,C1,cavan,cavan,House,140000.0,135000.0
196," Dunancory, Virginia, Co. Cava",https://www.myhome.ie/residential/brochure/dunancory-virginia-co-cavan/3022442,4.0,3.0,308.7433519553072,C1,cavan,cavan,House,400000.0,395000.0
197," 8 Percy French Place, Ballyjamesduff, Co.Cava",https://www.myhome.ie/residential/brochure/8-percy-french-place-ballyjamesduff-co-cavan/3571631,4.0,2.5358649789029535,308.7433519553072,unk,cavan,cavan,House,140000.0,139500.0
198," Lisgrey Gardens, Bailieborough, Cava",https://www.myhome.ie/residential/brochure/lisgrey-gardens-bailieborough-cavan/3842190,3.0,3.0,308.7433519553072,C1,cavan,cavan,House,160000.0,145000.0
199," Togher, Crosskeys, Cava",https://www.myhome.ie/residential/brochure/togher-crosskeys-cavan/4031283,5.0,4.0,308.7433519553072,B3,cavan,cavan,House,360000.0,349500.0
200," 46 Swiftbrook Glen, Virginia, Cava",https://www.myhome.ie/residential/brochure/46-swiftbrook-glen-virginia-cavan/4190704,5.0,4.0,190.98,C1,cavan,cavan,House,300000.0,299950.0
201," 4 Landsdowne Manor, Cavan, Cava",https://www.myhome.ie/residential/brochure/4-landsdowne-manor-cavan-cavan/4109492,4.0,3.0,169.0,C2,cavan,cavan,House,260000.0,249950.0
202," 46 Swiftbrook Glen, Virginia, Cava",https://www.myhome.ie/residential/brochure/46-swiftbrook-glen-virginia-cavan/4189846,5.0,4.0,308.7433519553072,unk,cavan,cavan,House,300000.0,299950.0
203," 62 Swiftbrook Glen, Virginia, Cava",https://www.myhome.ie/residential/brochure/62-swiftbrook-glen-virginia-cavan/4189362,4.0,3.0,308.7433519553072,unk,cavan,cavan,House,200000.0,199500.0
204," Ladonigan, Tunnyduff, Bailieborough, Cava",https://www.myhome.ie/residential/brochure/ladonigan-tunnyduff-bailieborough-cavan/4189470,2.0,1.0,308.7433519553072,G,cavan,cavan,House,60000.0,50000.0
205," Cherry Tree Farm, Corleckagh Lower, Glangevlin, Co. Cavan N41 EV50",https://www.myhome.ie/residential/brochure/cherry-tree-farm-corleckagh-lower-glangevlin-co-cavan-n41-ev50/4189453,2.0,2.5358649789029535,100.0,E1,cavan,cavan,House,100000.0,85000.0
206," 3 Bothar Bui, Ballyconnell, Cava",https://www.myhome.ie/residential/brochure/3-bothar-bui-ballyconnell-cavan/4188749,3.0,2.0,100.0,unk,cavan,cavan,House,100000.0,90000.0
207," Killygorman, Doogarry, Killashandra, Cava",https://www.myhome.ie/residential/brochure/killygorman-doogarry-killashandra-cavan/4188036,4.0,1.0,64.0,unk,cavan,cavan,House,100000.0,85000.0
208," Apt. 20 Johnston Court, Church Street, Cavan, Cava",https://www.myhome.ie/residential/brochure/apt-20-johnston-court-church-street-cavan-cavan/4187258,2.0,2.0,308.7433519553072,D1,cavan,cavan,Apartment,100000.0,80000.0
209," Apt. 14 B2 Canal Bank Walk, Castleforde, Ballyconnell, Cava",https://www.myhome.ie/residential/brochure/apt-14-b2-canal-bank-walk-castleforde-ballyconnell-cavan/4188006,2.0,2.0,76.0,C2,cavan,cavan,Apartment,80000.0,79900.0
210," Apt. 18 Johnston Court, Church Street, Cavan, Cava",https://www.myhome.ie/residential/brochure/apt-18-johnston-court-church-street-cavan-cavan/4187253,2.0,2.0,308.7433519553072,D1,cavan,cavan,Apartment,100000.0,80000.0
211," Apt. 16 Johnston Court, Church Street, Cavan, Cava",https://www.myhome.ie/residential/brochure/apt-16-johnston-court-church-street-cavan-cavan/4187222,2.0,2.0,308.7433519553072,D2,cavan,cavan,Apartment,100000.0,80000.0
212," Apt. 13 Johnston Court, Church Street, Cavan, Cava",https://www.myhome.ie/residential/brochure/apt-13-johnston-court-church-street-cavan-cavan/4187202,1.0,2.5358649789029535,308.7433519553072,C3,cavan,cavan,Apartment,80000.0,65000.0
213," 25 Heatherfields, Bailieborough, Cava",https://www.myhome.ie/residential/brochure/25-heatherfields-bailieborough-cavan/4187122,3.0,2.0,89.0,C2,cavan,cavan,House,160000.0,145000.0
214," Drumroragh, Crosserlough, Ballyjamesduff, Cava",https://www.myhome.ie/residential/brochure/drumroragh-crosserlough-ballyjamesduff-cavan/4187059,4.0,2.0,178.0,C1,cavan,cavan,House,160000.0,140000.0
215," The Mews, Keadue, Cavan, Cava",https://www.myhome.ie/residential/brochure/the-mews-keadue-cavan-cavan/4183751,4.0,3.0,199.66,C2,cavan,cavan,House,300000.0,295000.0
216," Crover, Mountnugent, Cava",https://www.myhome.ie/residential/brochure/crover-mountnugent-cavan/3103051,3.0,1.0,105.0,E2,cavan,cavan,House,160000.0,146000.0
217," 11 Ashebrooke, Cava",https://www.myhome.ie/residential/brochure/11-ashebrooke-cavan/4181496,5.0,2.5358649789029535,1750.0,unk,cavan,cavan,House,200000.0,199000.0
218," Corkish, Bailieborough, Cava",https://www.myhome.ie/residential/brochure/corkish-bailieborough-cavan/4178177,3.0,11.0,114.4,G,cavan,cavan,House,120000.0,100000.0
219," Leitrim, Mullagh, Cava",https://www.myhome.ie/residential/brochure/leitrim-mullagh-cavan/2616655,4.0,3.0,308.7433519553072,E1,cavan,cavan,House,240000.0,239000.0
220," Cornakill, Mullagh, Cava",https://www.myhome.ie/residential/brochure/cornakill-mullagh-cavan/4176892,2.0,2.5358649789029535,308.7433519553072,EXEMPT,cavan,cavan,House,60000.0,45000.0
221," Rassudden, Ballyjamesduff, Cava",https://www.myhome.ie/residential/brochure/rassudden-ballyjamesduff-cavan/4176469,3.0,2.0,308.7433519553072,unk,cavan,cavan,House,140000.0,122500.0
222," Crosserlough, Kilnaleck, Cava",https://www.myhome.ie/residential/brochure/crosserlough-kilnaleck-cavan/4176477,5.0,4.0,308.7433519553072,unk,cavan,cavan,House,260000.0,249500.0
223," 3 Elm Drive, Ballyjamesduff, Cava",https://www.myhome.ie/residential/brochure/3-elm-drive-ballyjamesduff-cavan/4176174,5.0,4.0,151.0,C3,cavan,cavan,House,200000.0,199000.0
224," Main Street, Swanlinbar, Cava",https://www.myhome.ie/residential/brochure/main-street-swanlinbar-cavan/4176166,5.0,1.0,285.0,unk,cavan,cavan,House,200000.0,180000.0
225," 17 Tanderagee, Bailieborough, Cava",https://www.myhome.ie/residential/brochure/17-tanderagee-bailieborough-cavan/4173141,3.0,1.0,308.7433519553072,F,cavan,cavan,House,100000.0,95000.0
226," 1 Cluain Dara, Kingscourt, Cava",https://www.myhome.ie/residential/brochure/1-cluain-dara-kingscourt-cavan/4173835,3.0,3.0,92.0,unk,cavan,cavan,House,140000.0,125000.0
227," 35 Main Street, Mullagh, Cava",https://www.myhome.ie/residential/brochure/35-main-street-mullagh-cavan/4168616,1.0,1.0,92.0,unk,cavan,cavan,House,80000.0,60000.0
